Y,0,1,2,3
0,-0.0008113099701199999,0.00023262508076,-0.0023213626304,0.0003023546524
0,-0.00044234098107999995,4.51807970238e-05,-0.0018065760900000001,0.0003047381297
0,-0.00015784391601799996,-0.00013983205042000002,-0.0012459453936,0.0004235513205
0,0.00027720126234,-0.00017648633304000001,-0.00052828560032,0.00049591382142
0,0.0008389302530600001,-0.00014736011118000002,0.00030847738146,0.00039167246154
0,0.0012174111219999998,-0.00011224755778,0.00098808953754,0.00011507349865600002
0,0.0010933421518,-7.8466756508e-05,0.0012785974004,-0.00022113675852000002
0,0.0004054430151000001,7.153421328000001e-06,0.0011798407844000002,-0.00047608734270000003
0,-0.00058930200572,0.00013866233254,0.0008397930487399998,-0.0005613233863
0,-0.0014467882526,0.00021811092624,0.0005374834941,-0.00052378135786
0,-0.001765378582,0.00019567658036,0.0004569804718,-0.00048287538754000005
0,-0.0014571806106,8.0062597944e-05,0.0005847254932000001,-0.00050478367082
0,-0.0008162850223199999,-9.788316015199999e-05,0.00083269688322,-0.00057989830744
0,-0.0003056912472,-0.00027025522702,0.0011161957668,-0.00068553887986
0,-0.00026312934738,-0.00032786868954,0.0013697001170000001,-0.00079641672536
0,-0.00067685839894,-0.00026666562787999997,0.0014718199542,-0.00087607135862
0,-0.0013448658609999998,-0.0002274206221,0.0013356017973999998,-0.00088987843134
0,-0.0020649453084000003,-0.00027998803544,0.001008203143,-0.0008276046817200001
0,-0.0025716042322,-0.00036969207568,0.00057782056196,-0.0007032743046200001
0,-0.0026099713972000003,-0.00034766979088,0.00015583662738,-0.0005945375068199999
0,-0.0018843055456000003,-4.8613285561980004e-05,-0.000115840433416,-0.0006034687395
0,-0.000266284129994,0.0007720535253000001,-0.00017558094267999997,-0.00073077542996
0,0.0015993708474000001,0.0020753349678,-0.00012943787206,-0.0008475775235800001
0,0.002396162541,0.0031878943664,-0.0001540620404,-0.00085158700006
0,0.0020262815575999996,0.0036527542338,-0.00034047118497999997,-0.0007578967414
0,0.0016138463914000002,0.0036504618462000005,-0.00064029246908,-0.00062152022136
0,0.0017604509390000001,0.0035633657490000007,-0.0009017385705999999,-0.00046856067956
0,0.0022701987127999998,0.0035101895274,-0.0010717878924,-0.00029931750062
0,0.0027125617017999997,0.0034527474791999995,-0.0012105720277999998,-0.00017708116958
0,0.0028147840192,0.0033671684763999996,-0.0013962033972,-0.00017593535968
0,0.002520869875,0.0033012293518000003,-0.0016826107858000001,-0.00024108628430000002
0,0.0019673458547999996,0.0033377285923999996,-0.0020281022699999997,-0.00026584002232
0,0.0015034172728,0.003475784856,-0.0022836733502,-0.00018886693084
0,0.0015161755616,0.0035684750106000003,-0.0022955645335999996,-3.3365806089200004e-05
0,0.0021608994518,0.0035177435767999995,-0.0019625232924,9.660445342e-05
0,0.0032561382614,0.003377214612,-0.0013024303763999997,8.434211863e-05
0,0.004337276000199999,0.0032471812877999996,-0.00044777908418000003,-9.988682335600001e-05
0,0.0049007921246,0.0031511773234,0.00038026025058,-0.00036966581792
0,0.0046507142648,0.0030314728710000003,0.00099623121974,-0.0006117841404399999
0,0.0036986949618000005,0.0029558003572,0.0013183560099999999,-0.00077043914744
0,0.0027908150178,0.003155804297,0.0013163411223999998,-0.00086179412984
0,0.0031818106414,0.0040883406592,0.00103642625846,-0.0009149333243399999
0,0.0058848506996,0.0066178834558,0.00061080524186,-0.0009154498620799999
0,0.011480064596000001,0.011697858804,0.00027683609699999997,-0.00086548376234
0,0.019210617431999998,0.01882717682,0.00025587961540000004,-0.0008236593546200001
0,0.024777795114000002,0.023923736102,0.0006520003765600001,-0.00086132444992
0,0.026124435680000002,0.024804223896000004,0.001293480988,-0.00102183806444
0,0.025656738942,0.023559563796,0.0017633673675999998,-0.0012885803932
0,0.025795360923999998,0.022407362594,0.0017617881584,-0.0015537772654
0,0.027070953754,0.021842455291999997,0.001308769522,-0.0017067056846
0,0.028850152232,0.021459385862,0.0006393752504,-0.0017320261901999999
0,0.030297327346,0.021022521954,-6.746523760336e-05,-0.0016366706618
0,0.030902214222000002,0.020533300501999998,-0.00067664718864,-0.0014575953344000002
0,0.030524919726,0.020129375854,-0.0010720269402000001,-0.0012506629595999998
0,0.029554410912,0.019893762056,-0.001189599021,-0.0010769900855999999
0,0.028640668802000002,0.01966996386,-0.0010642923676,-0.00098701302268
0,0.028113333135999997,0.019369165251999998,-0.00079519062976,-0.0009737944988199999
0,0.028016310394,0.019064006375999996,-0.00050115729056,-0.0009453490903199999
0,0.028295425818000004,0.018896898312,-0.00031027726471999996,-0.0008259731362799999
